experiment_id,timestamp,seed,variant,number_of_users,strategy,total_bandwidth,total_allocated,utilization_percentage,jain_fairness_index,average_utility,latency_ms,jitter_ms,computational_time,data_source
ablation_42_20_priority_throughput_benefit_53,2026-09-01T13:56:02.082399,53,throughput_benefit,20,priority,100.0,100.0,100.0,0.9525,-3.022364,16.64,5.45,5.9e-05,SIMULATION
ablation_42_20_priority_throughput_benefit_54,2026-09-01T13:56:02.082978,54,throughput_benefit,20,priority,100.0,100.0,100.0,0.9388,-2.86746,20.79,1.69,6.1e-05,SIMULATION
ablation_42_20_priority_throughput_benefit_55,2026-09-01T13:56:02.083532,55,throughput_benefit,20,priority,100.0,100.0,100.0,0.9467,-2.915839,9.26,5.75,6.6e-05,SIMULATION
ablation_42_20_priority_throughput_benefit_56,2026-09-01T13:56:02.084077,56,throughput_benefit,20,priority,100.0,100.0,100.0,0.9557,-2.886191,21.52,3.8,6e-05,SIMULATION
ablation_42_20_priority_throughput_benefit_57,2026-09-01T13:56:02.084627,57,throughput_benefit,20,priority,100.0,100.0,100.0,0.9635,-2.693234,8.6,3.95,6.1e-05,SIMULATION
ablation_42_20_priority_throughput_benefit_58,2026-09-01T13:56:02.085183,58,throughput_benefit,20,priority,100.0,100.0,100.0,0.9486,-2.855225,16.13,2.03,6e-05,SIMULATION
ablation_42_20_priority_throughput_benefit_59,2026-09-01T13:56:02.085761,59,throughput_benefit,20,priority,100.0,100.0,100.0,0.9432,-2.903983,11.14,5.66,6.1e-05,SIMULATION
ablation_42_20_priority_throughput_benefit_60,2026-09-01T13:56:02.086337,60,throughput_benefit,20,priority,100.0,100.0,100.0,0.9336,-2.851321,12.31,3.89,6e-05,SIMULATION
ablation_42_20_priority_throughput_benefit_61,2026-09-01T13:56:02.086893,61,throughput_benefit,20,priority,100.0,100.0,100.0,0.958,-2.992076,14.92,3.78,6e-05,SIMULATION
ablation_42_20_priority_throughput_benefit_62,2026-09-01T13:56:02.087437,62,throughput_benefit,20,priority,100.0,100.0,100.0,0.9483,-3.015033,20.99,1.87,6e-05,SIMULATION
ablation_42_20_priority_throughput_benefit_63,2026-09-01T13:56:02.087992,63,throughput_benefit,20,priority,100.0,100.0,100.0,0.9159,-2.868419,14.23,2.47,6e-05,SIMULATION
ablation_42_20_priority_throughput_benefit_64,2026-09-01T13:56:02.088543,64,throughput_benefit,20,priority,100.0,100.0,100.0,0.9335,-2.904931,14.67,4.15,6e-05,SIMULATION
ablation_42_20_priority_throughput_benefit_65,2026-09-01T13:56:02.089462,65,throughput_benefit,20,priority,100.0,100.0,100.0,0.9571,-2.860791,13.81,2.44,9.3e-05,SIMULATION
ablation_42_20_priority_throughput_benefit_66,2026-09-01T13:56:02.090490,66,throughput_benefit,20,priority,100.0,100.0,100.0,0.9415,-2.783939,8.99,3.17,0.000115,SIMULATION
ablation_42_20_priority_throughput_benefit_67,2026-09-01T13:56:02.091497,67,throughput_benefit,20,priority,100.0,100.0,100.0,0.9567,-2.81472,9.05,4.83,0.000102,SIMULATION
ablation_42_20_priority_throughput_benefit_68,2026-09-01T13:56:02.092113,68,throughput_benefit,20,priority,100.0,100.0,100.0,0.9448,-2.931994,18.38,5.7,6.1e-05,SIMULATION
ablation_42_20_priority_throughput_benefit_69,2026-09-01T13:56:02.092671,69,throughput_benefit,20,priority,100.0,100.0,100.0,0.9355,-2.836256,17.58,1.48,6.1e-05,SIMULATION
ablation_42_20_priority_throughput_benefit_70,2026-09-01T13:56:02.093225,70,throughput_benefit,20,priority,100.0,100.0,100.0,0.9242,-2.894095,20.74,2.47,6e-05,SIMULATION
ablation_42_20_priority_throughput_benefit_71,2026-09-01T13:56:02.093918,71,throughput_benefit,20,priority,100.0,100.0,100.0,0.9356,-2.825063,12.53,4.1,6.7e-05,SIMULATION
ablation_42_20_max_min_fairness_throughput_benefit_42,2026-09-01T13:56:02.094496,42,throughput_benefit,20,max_min_fairness,100.0,100.0,100.0,0.9798,-2.763636,16.95,1.13,5.9e-05,SIMULATION
ablation_42_20_max_min_fairness_throughput_benefit_43,2026-09-01T13:56:02.095063,43,throughput_benefit,20,max_min_fairness,100.0,100.0,100.0,0.9924,-2.746007,8.54,4.48,5.9e-05,SIMULATION
ablation_42_20_max_min_fairness_throughput_benefit_44,2026-09-01T13:56:02.095610,44,throughput_benefit,20,max_min_fairness,100.0,100.0,100.0,0.9817,-2.864221,13.72,3.71,6e-05,SIMULATION
ablation_42_20_max_min_fairness_throughput_benefit_45,2026-09-01T13:56:02.096176,45,throughput_benefit,20,max_min_fairness,100.0,100.0,100.0,0.9748,-2.860721,11.81,3.44,5.9e-05,SIMULATION
ablation_42_20_max_min_fairness_throughput_benefit_46,2026-09-01T13:56:02.096724,46,throughput_benefit,20,max_min_fairness,100.0,100.0,100.0,0.9842,-2.85062,20.44,3.0,6.4e-05,SIMULATION
ablation_42_20_max_min_fairness_throughput_benefit_47,2026-09-01T13:56:02.097291,47,throughput_benefit,20,max_min_fairness,100.0,100.0,100.0,0.9895,-2.803822,12.93,3.15,5.9e-05,SIMULATION
ablation_42_20_max_min_fairness_throughput_benefit_48,2026-09-01T13:56:02.097830,48,throughput_benefit,20,max_min_fairness,100.0,100.0,100.0,1.0,-2.741666,15.67,1.66,5.9e-05,SIMULATION
ablation_42_20_max_min_fairness_throughput_benefit_49,2026-09-01T13:56:02.098383,49,throughput_benefit,20,max_min_fairness,100.0,100.0,100.0,0.9995,-2.687528,8.94,3.07,6e-05,SIMULATION
ablation_42_20_max_min_fairness_throughput_benefit_50,2026-09-01T13:56:02.098934,50,throughput_benefit,20,max_min_fairness,100.0,100.0,100.0,0.9959,-2.834466,14.97,2.33,6.2e-05,SIMULATION
ablation_42_20_max_min_fairness_throughput_benefit_51,2026-09-01T13:56:02.099471,51,throughput_benefit,20,max_min_fairness,100.0,100.0,100.0,1.0,-2.814951,11.41,3.51,6e-05,SIMULATION
ablation_42_20_max_min_fairness_throughput_benefit_52,2026-09-01T13:56:02.100024,52,throughput_benefit,20,max_min_fairness,100.0,100.0,100.0,0.9846,-2.926508,21.7,1.27,6e-05,SIMULATION
ablation_42_20_max_min_fairness_throughput_benefit_53,2026-09-01T13:56:02.100568,53,throughput_benefit,20,max_min_fairness,100.0,100.0,100.0,0.9939,-2.972054,16.64,5.45,5.9e-05,SIMULATION
ablation_42_20_max_min_fairness_throughput_benefit_54,2026-09-01T13:56:02.101169,54,throughput_benefit,20,max_min_fairness,100.0,100.0,100.0,0.9909,-2.828661,20.79,1.69,5.8e-05,SIMULATION
ablation_42_20_max_min_fairness_throughput_benefit_55,2026-09-01T13:56:02.101724,55,throughput_benefit,20,max_min_fairness,100.0,100.0,100.0,0.9905,-2.874762,9.26,5.75,5.7e-05,SIMULATION
ablation_42_20_max_min_fairness_throughput_benefit_56,2026-09-01T13:56:02.102263,56,throughput_benefit,20,max_min_fairness,100.0,100.0,100.0,0.9998,-2.835594,21.52,3.8,5.7e-05,SIMULATION
ablation_42_20_max_min_fairness_throughput_benefit_57,2026-09-01T13:56:02.102786,57,throughput_benefit,20,max_min_fairness,100.0,100.0,100.0,1.0,-2.665226,8.6,3.95,5.8e-05,SIMULATION
ablation_42_20_max_min_fairness_throughput_benefit_58,2026-09-01T13:56:02.103329,58,throughput_benefit,20,max_min_fairness,100.0,100.0,100.0,0.983,-2.82192,16.13,2.03,5.7e-05,SIMULATION
ablation_42_20_max_min_fairness_throughput_benefit_59,2026-09-01T13:56:02.103848,59,throughput_benefit,20,max_min_fairness,100.0,100.0,100.0,0.998,-2.849755,11.14,5.66,5.8e-05,SIMULATION
ablation_42_20_max_min_fairness_throughput_benefit_60,2026-09-01T13:56:02.104634,60,throughput_benefit,20,max_min_fairness,100.0,100.0,100.0,0.9976,-2.805366,12.31,3.89,0.000105,SIMULATION
ablation_42_20_max_min_fairness_throughput_benefit_61,2026-09-01T13:56:02.105621,61,throughput_benefit,20,max_min_fairness,100.0,100.0,100.0,1.0,-2.951865,14.92,3.78,0.000116,SIMULATION
ablation_42_20_max_min_fairness_throughput_benefit_62,2026-09-01T13:56:02.106422,62,throughput_benefit,20,max_min_fairness,100.0,100.0,100.0,0.999,-2.965193,20.99,1.87,6e-05,SIMULATION
ablation_42_20_max_min_fairness_throughput_benefit_63,2026-09-01T13:56:02.107149,63,throughput_benefit,20,max_min_fairness,100.0,100.0,100.0,0.9524,-2.833963,14.23,2.47,0.000101,SIMULATION
ablation_42_20_max_min_fairness_throughput_benefit_64,2026-09-01T13:56:02.108153,64,throughput_benefit,20,max_min_fairness,100.0,100.0,100.0,0.9841,-2.855224,14.67,4.15,0.000101,SIMULATION
ablation_42_20_max_min_fairness_throughput_benefit_65,2026-09-01T13:56:02.109001,65,throughput_benefit,20,max_min_fairness,100.0,100.0,100.0,0.9902,-2.83553,13.81,2.44,6e-05,SIMULATION
ablation_42_20_max_min_fairness_throughput_benefit_66,2026-09-01T13:56:02.109551,66,throughput_benefit,20,max_min_fairness,100.0,100.0,100.0,0.9951,-2.750932,8.99,3.17,5.7e-05,SIMULATION
ablation_42_20_max_min_fairness_throughput_benefit_67,2026-09-01T13:56:02.110237,67,throughput_benefit,20,max_min_fairness,100.0,100.0,100.0,0.9911,-2.782331,9.05,4.83,5.8e-05,SIMULATION
ablation_42_20_max_min_fairness_throughput_benefit_68,2026-09-01T13:56:02.110777,68,throughput_benefit,20,max_min_fairness,100.0,100.0,100.0,0.9664,-2.886645,18.38,5.7,5.8e-05,SIMULATION
ablation_42_20_max_min_fairness_throughput_benefit_69,2026-09-01T13:56:02.111310,69,throughput_benefit,20,max_min_fairness,100.0,100.0,100.0,0.9636,-2.801538,17.58,1.48,5.8e-05,SIMULATION
ablation_42_20_max_min_fairness_throughput_benefit_70,2026-09-01T13:56:02.111876,70,throughput_benefit,20,max_min_fairness,100.0,100.0,100.0,0.9739,-2.848713,20.74,2.47,5.8e-05,SIMULATION
ablation_42_20_max_min_fairness_throughput_benefit_71,2026-09-01T13:56:02.112413,71,throughput_benefit,20,max_min_fairness,100.0,100.0,100.0,0.9959,-2.779503,12.53,4.1,5.8e-05,SIMULATION
ablation_42_20_alpha_fair_throughput_benefit_42,2026-09-01T13:56:02.112935,42,throughput_benefit,20,alpha_fair,100.0,100.0,100.0,0.8473,-2.746344,16.95,1.13,5.8e-05,SIMULATION
ablation_42_20_alpha_fair_throughput_benefit_43,2026-09-01T13:56:02.113453,43,throughput_benefit,20,alpha_fair,100.0,100.0,100.0,0.7922,-2.748313,8.54,4.48,5.8e-05,SIMULATION
ablation_42_20_alpha_fair_throughput_benefit_44,2026-09-01T13:56:02.113985,44,throughput_benefit,20,alpha_fair,100.0,100.0,100.0,0.764,-2.842161,13.72,3.71,5.9e-05,SIMULATION
ablation_42_20_alpha_fair_throughput_benefit_45,2026-09-01T13:56:02.114497,45,throughput_benefit,20,alpha_fair,100.0,100.0,100.0,0.7559,-2.830534,11.81,3.44,5.8e-05,SIMULATION
ablation_42_20_alpha_fair_throughput_benefit_46,2026-09-01T13:56:02.115015,46,throughput_benefit,20,alpha_fair,100.0,100.0,100.0,0.8103,-2.827882,20.44,3.0,5.8e-05,SIMULATION
ablation_42_20_alpha_fair_throughput_benefit_47,2026-09-01T13:56:02.115527,47,throughput_benefit,20,alpha_fair,100.0,100.0,100.0,0.8035,-2.781134,12.93,3.15,5.8e-05,SIMULATION
ablation_42_20_alpha_fair_throughput_benefit_48,2026-09-01T13:56:02.116044,48,throughput_benefit,20,alpha_fair,100.0,100.0,100.0,0.8163,-2.700761,15.67,1.66,5.7e-05,SIMULATION
ablation_42_20_alpha_fair_throughput_benefit_49,2026-09-01T13:56:02.116557,49,throughput_benefit,20,alpha_fair,100.0,100.0,100.0,0.7962,-2.663863,8.94,3.07,5.8e-05,SIMULATION
ablation_42_20_alpha_fair_throughput_benefit_50,2026-09-01T13:56:02.117105,50,throughput_benefit,20,alpha_fair,100.0,100.0,100.0,0.8461,-2.832539,14.97,2.33,5.8e-05,SIMULATION
ablation_42_20_alpha_fair_throughput_benefit_51,2026-09-01T13:56:02.117626,51,throughput_benefit,20,alpha_fair,100.0,100.0,100.0,0.8864,-2.821391,11.41,3.51,5.8e-05,SIMULATION
ablation_42_20_alpha_fair_throughput_benefit_52,2026-09-01T13:56:02.118175,52,throughput_benefit,20,alpha_fair,100.0,100.0,100.0,0.8099,-2.864513,21.7,1.27,5.7e-05,SIMULATION
ablation_42_20_alpha_fair_throughput_benefit_53,2026-09-01T13:56:02.118686,53,throughput_benefit,20,alpha_fair,100.0,100.0,100.0,0.8058,-2.929435,16.64,5.45,5.7e-05,SIMULATION
ablation_42_20_alpha_fair_throughput_benefit_54,2026-09-01T13:56:02.119201,54,throughput_benefit,20,alpha_fair,100.0,100.0,100.0,0.7917,-2.838291,20.79,1.69,5.8e-05,SIMULATION
ablation_42_20_alpha_fair_throughput_benefit_55,2026-09-01T13:56:02.119714,55,throughput_benefit,20,alpha_fair,100.0,100.0,100.0,0.8098,-2.857324,9.26,5.75,5.8e-05,SIMULATION
ablation_42_20_alpha_fair_throughput_benefit_56,2026-09-01T13:56:02.120301,56,throughput_benefit,20,alpha_fair,100.0,100.0,100.0,0.7912,-2.781477,21.52,3.8,5.9e-05,SIMULATION
ablation_42_20_alpha_fair_throughput_benefit_57,2026-09-01T13:56:02.120820,57,throughput_benefit,20,alpha_fair,100.0,100.0,100.0,0.8303,-2.628724,8.6,3.95,5.8e-05,SIMULATION
ablation_42_20_alpha_fair_throughput_benefit_58,2026-09-01T13:56:02.121345,58,throughput_benefit,20,alpha_fair,100.0,100.0,100.0,0.8083,-2.808378,16.13,2.03,5.8e-05,SIMULATION
ablation_42_20_alpha_fair_throughput_benefit_59,2026-09-01T13:56:02.121868,59,throughput_benefit,20,alpha_fair,100.0,100.0,100.0,0.8081,-2.841504,11.14,5.66,5.9e-05,SIMULATION
ablation_42_20_alpha_fair_throughput_benefit_60,2026-09-01T13:56:02.122664,60,throughput_benefit,20,alpha_fair,100.0,100.0,100.0,0.7736,-2.781414,12.31,3.89,9.6e-05,SIMULATION
ablation_42_20_alpha_fair_throughput_benefit_61,2026-09-01T13:56:02.123604,61,throughput_benefit,20,alpha_fair,100.0,100.0,100.0,0.9036,-2.949247,14.92,3.78,0.000105,SIMULATION
ablation_42_20_alpha_fair_throughput_benefit_62,2026-09-01T13:56:02.124469,62,throughput_benefit,20,alpha_fair,100.0,100.0,100.0,0.8643,-2.989993,20.99,1.87,7.5e-05,SIMULATION
ablation_42_20_alpha_fair_throughput_benefit_63,2026-09-01T13:56:02.125007,63,throughput_benefit,20,alpha_fair,100.0,100.0,100.0,0.7793,-2.823208,14.23,2.47,5.8e-05,SIMULATION
ablation_42_20_alpha_fair_throughput_benefit_64,2026-09-01T13:56:02.125537,64,throughput_benefit,20,alpha_fair,100.0,100.0,100.0,0.8228,-2.838463,14.67,4.15,5.9e-05,SIMULATION
ablation_42_20_alpha_fair_throughput_benefit_65,2026-09-01T13:56:02.126062,65,throughput_benefit,20,alpha_fair,100.0,100.0,100.0,0.8438,-2.824322,13.81,2.44,5.8e-05,SIMULATION
ablation_42_20_alpha_fair_throughput_benefit_66,2026-09-01T13:56:02.126587,66,throughput_benefit,20,alpha_fair,100.0,100.0,100.0,0.7938,-2.75036,8.99,3.17,5.7e-05,SIMULATION
ablation_42_20_alpha_fair_throughput_benefit_67,2026-09-01T13:56:02.127155,67,throughput_benefit,20,alpha_fair,100.0,100.0,100.0,0.8283,-2.747053,9.05,4.83,5.8e-05,SIMULATION
ablation_42_20_alpha_fair_throughput_benefit_68,2026-09-01T13:56:02.127683,68,throughput_benefit,20,alpha_fair,100.0,100.0,100.0,0.7631,-2.801582,18.38,5.7,6.4e-05,SIMULATION
ablation_42_20_alpha_fair_throughput_benefit_69,2026-09-01T13:56:02.128233,69,throughput_benefit,20,alpha_fair,100.0,100.0,100.0,0.7541,-2.744563,17.58,1.48,5.9e-05,SIMULATION
ablation_42_20_alpha_fair_throughput_benefit_70,2026-09-01T13:56:02.128754,70,throughput_benefit,20,alpha_fair,100.0,100.0,100.0,0.7721,-2.851709,20.74,2.47,5.9e-05,SIMULATION
ablation_42_20_alpha_fair_throughput_benefit_71,2026-09-01T13:56:02.129270,71,throughput_benefit,20,alpha_fair,100.0,100.0,100.0,0.8409,-2.775062,12.53,4.1,5.8e-05,SIMULATION
ablation_42_20_game_theory_throughput_benefit_42,2026-09-01T13:56:02.132488,42,throughput_benefit,20,game_theory,100.0,59.5,59.5,0.9581,-1.052698,16.95,1.13,6e-05,SIMULATION
ablation_42_20_game_theory_throughput_benefit_43,2026-09-01T13:56:02.135421,43,throughput_benefit,20,game_theory,100.0,59.5,59.5,0.9555,-1.04381,8.54,4.48,6e-05,SIMULATION
ablation_42_20_game_theory_throughput_benefit_44,2026-09-01T13:56:02.138262,44,throughput_benefit,20,game_theory,100.0,59.5,59.5,0.9555,-1.110707,13.72,3.71,6.3e-05,SIMULATION
ablation_42_20_game_theory_throughput_benefit_45,2026-09-01T13:56:02.142478,45,throughput_benefit,20,game_theory,100.0,59.5,59.5,0.9713,-1.101814,11.81,3.44,6.7e-05,SIMULATION
ablation_42_20_game_theory_throughput_benefit_46,2026-09-01T13:56:02.146591,46,throughput_benefit,20,game_theory,100.0,59.5,59.5,0.9607,-1.109874,20.44,3.0,6.4e-05,SIMULATION
ablation_42_20_game_theory_throughput_benefit_47,2026-09-01T13:56:02.150288,47,throughput_benefit,20,game_theory,100.0,59.5,59.5,0.9633,-1.075746,12.93,3.15,6.2e-05,SIMULATION
ablation_42_20_game_theory_throughput_benefit_48,2026-09-01T13:56:02.154183,48,throughput_benefit,20,game_theory,100.0,59.5,59.5,0.9686,-1.042996,15.67,1.66,6.7e-05,SIMULATION
ablation_42_20_game_theory_throughput_benefit_49,2026-09-01T13:56:02.158587,49,throughput_benefit,20,game_theory,100.0,58.0,58.0,0.9695,-0.961925,8.94,3.07,8e-05,SIMULATION
ablation_42_20_game_theory_throughput_benefit_50,2026-09-01T13:56:02.162095,50,throughput_benefit,20,game_theory,100.0,59.5,59.5,0.966,-1.092744,14.97,2.33,6.8e-05,SIMULATION
ablation_42_20_game_theory_throughput_benefit_51,2026-09-01T13:56:02.165532,51,throughput_benefit,20,game_theory,100.0,59.5,59.5,0.9555,-1.087801,11.41,3.51,9.4e-05,SIMULATION
ablation_42_20_game_theory_throughput_benefit_52,2026-09-01T13:56:02.169216,52,throughput_benefit,20,game_theory,100.0,61.0,61.0,0.9741,-1.197521,21.7,1.27,6.3e-05,SIMULATION
ablation_42_20_game_theory_throughput_benefit_53,2026-09-01T13:56:02.174283,53,throughput_benefit,20,game_theory,100.0,60.5,60.5,0.967,-1.213215,16.64,5.45,0.000111,SIMULATION
ablation_42_20_game_theory_throughput_benefit_54,2026-09-01T13:56:02.177149,54,throughput_benefit,20,game_theory,100.0,59.5,59.5,0.9555,-1.093915,20.79,1.69,6.1e-05,SIMULATION
ablation_42_20_game_theory_throughput_benefit_55,2026-09-01T13:56:02.180238,55,throughput_benefit,20,game_theory,100.0,60.0,60.0,0.9626,-1.135033,9.26,5.75,6.7e-05,SIMULATION
ablation_42_20_game_theory_throughput_benefit_56,2026-09-01T13:56:02.183639,56,throughput_benefit,20,game_theory,100.0,59.5,59.5,0.9504,-1.113945,21.52,3.8,0.000135,SIMULATION
ablation_42_20_game_theory_throughput_benefit_57,2026-09-01T13:56:02.188491,57,throughput_benefit,20,game_theory,100.0,59.0,59.0,0.9616,-0.982486,8.6,3.95,7.3e-05,SIMULATION
ablation_42_20_game_theory_throughput_benefit_58,2026-09-01T13:56:02.194277,58,throughput_benefit,20,game_theory,100.0,59.5,59.5,0.966,-1.085279,16.13,2.03,7.3e-05,SIMULATION
ablation_42_20_game_theory_throughput_benefit_59,2026-09-01T13:56:02.197746,59,throughput_benefit,20,game_theory,100.0,59.5,59.5,0.966,-1.108833,11.14,5.66,6.1e-05,SIMULATION
ablation_42_20_game_theory_throughput_benefit_60,2026-09-01T13:56:02.200656,60,throughput_benefit,20,game_theory,100.0,59.5,59.5,0.9403,-1.088278,12.31,3.89,6.2e-05,SIMULATION
ablation_42_20_game_theory_throughput_benefit_61,2026-09-01T13:56:02.203840,61,throughput_benefit,20,game_theory,100.0,61.0,61.0,0.9715,-1.215334,14.92,3.78,6.2e-05,SIMULATION
ablation_42_20_game_theory_throughput_benefit_62,2026-09-01T13:56:02.207750,62,throughput_benefit,20,game_theory,100.0,59.5,59.5,0.9713,-1.175533,20.99,1.87,0.000114,SIMULATION
ablation_42_20_game_theory_throughput_benefit_63,2026-09-01T13:56:02.211232,63,throughput_benefit,20,game_theory,100.0,59.5,59.5,0.9555,-1.089195,14.23,2.47,6.1e-05,SIMULATION
ablation_42_20_game_theory_throughput_benefit_64,2026-09-01T13:56:02.214827,64,throughput_benefit,20,game_theory,100.0,59.5,59.5,0.966,-1.108395,14.67,4.15,6.2e-05,SIMULATION
ablation_42_20_game_theory_throughput_benefit_65,2026-09-01T13:56:02.218469,65,throughput_benefit,20,game_theory,100.0,62.0,62.0,0.9707,-1.171631,13.81,2.44,6.2e-05,SIMULATION
ablation_42_20_game_theory_throughput_benefit_66,2026-09-01T13:56:02.221899,66,throughput_benefit,20,game_theory,100.0,59.5,59.5,0.9633,-1.042575,8.99,3.17,6.2e-05,SIMULATION
ablation_42_20_game_theory_throughput_benefit_67,2026-09-01T13:56:02.226225,67,throughput_benefit,20,game_theory,100.0,61.0,61.0,0.969,-1.112725,9.05,4.83,6.6e-05,SIMULATION
ablation_42_20_game_theory_throughput_benefit_68,2026-09-01T13:56:02.229578,68,throughput_benefit,20,game_theory,100.0,59.5,59.5,0.9607,-1.130531,18.38,5.7,6.5e-05,SIMULATION
ablation_42_20_game_theory_throughput_benefit_69,2026-09-01T13:56:02.232822,69,throughput_benefit,20,game_theory,100.0,59.5,59.5,0.9686,-1.073888,17.58,1.48,8.7e-05,SIMULATION
ablation_42_20_game_theory_throughput_benefit_70,2026-09-01T13:56:02.236173,70,throughput_benefit,20,game_theory,100.0,59.5,59.5,0.9607,-1.104648,20.74,2.47,6.1e-05,SIMULATION
ablation_42_20_game_theory_throughput_benefit_71,2026-09-01T13:56:02.239791,71,throughput_benefit,20,game_theory,100.0,59.5,59.5,0.9555,-1.069134,12.53,4.1,0.000115,SIMULATION
ablation_42_30_equal_throughput_benefit_42,2026-09-01T13:56:02.240751,42,throughput_benefit,30,equal,100.0,97.9033,97.9033,0.9936,-1.78157,16.95,1.13,8.7e-05,SIMULATION
ablation_42_30_equal_throughput_benefit_43,2026-09-01T13:56:02.241392,43,throughput_benefit,30,equal,100.0,99.3633,99.3633,0.999,-1.806266,8.54,4.48,7.1e-05,SIMULATION
ablation_42_30_equal_throughput_benefit_44,2026-09-01T13:56:02.242040,44,throughput_benefit,30,equal,100.0,99.4667,99.4667,0.9992,-1.87513,13.72,3.71,7.3e-05,SIMULATION
ablation_42_30_equal_throughput_benefit_45,2026-09-01T13:56:02.242656,45,throughput_benefit,30,equal,100.0,98.5833,98.5833,0.9958,-1.8405,11.81,3.44,7.1e-05,SIMULATION
ablation_42_30_equal_throughput_benefit_46,2026-09-01T13:56:02.243287,46,throughput_benefit,30,equal,100.0,98.9067,98.9067,0.9965,-1.897021,20.44,3.0,7.1e-05,SIMULATION
ablation_42_30_equal_throughput_benefit_47,2026-09-01T13:56:02.244065,47,throughput_benefit,30,equal,100.0,99.6667,99.6667,0.9997,-1.876014,12.93,3.15,0.000134,SIMULATION
ablation_42_30_equal_throughput_benefit_48,2026-09-01T13:56:02.244846,48,throughput_benefit,30,equal,100.0,100.0,100.0,1.0,-1.833493,15.67,1.66,0.000101,SIMULATION
ablation_42_30_equal_throughput_benefit_49,2026-09-01T13:56:02.245493,49,throughput_benefit,30,equal,100.0,100.0,100.0,1.0,-1.806193,8.94,3.07,7.3e-05,SIMULATION
ablation_42_30_equal_throughput_benefit_50,2026-09-01T13:56:02.246114,50,throughput_benefit,30,equal,100.0,100.0,100.0,1.0,-1.863805,14.97,2.33,7.1e-05,SIMULATION
