experiment_id,timestamp,seed,variant,number_of_users,strategy,total_bandwidth,total_allocated,utilization_percentage,jain_fairness_index,average_utility,latency_ms,jitter_ms,computational_time,data_source
ablation_42_20_equal_latency_penalty_69,2026-09-01T13:56:02.056091,69,latency_penalty,20,equal,100.0,93.07,93.07,0.9694,-0.021474,17.58,1.48,9.8e-05,SIMULATION
ablation_42_20_equal_latency_penalty_70,2026-09-01T13:56:02.057087,70,latency_penalty,20,equal,100.0,94.67,94.67,0.9776,-0.195239,20.74,2.47,0.000109,SIMULATION
ablation_42_20_equal_latency_penalty_71,2026-09-01T13:56:02.057973,71,latency_penalty,20,equal,100.0,97.9,97.9,0.9967,-0.350779,12.53,4.1,8.9e-05,SIMULATION
ablation_42_20_proportional_latency_penalty_42,2026-09-01T13:56:02.058565,42,latency_penalty,20,proportional,100.0,100.0,100.0,0.8473,-0.37965,16.95,1.13,6.3e-05,SIMULATION
ablation_42_20_proportional_latency_penalty_43,2026-09-01T13:56:02.059103,43,latency_penalty,20,proportional,100.0,100.0,100.0,0.7922,-0.518895,8.54,4.48,6e-05,SIMULATION
ablation_42_20_proportional_latency_penalty_44,2026-09-01T13:56:02.059632,44,latency_penalty,20,proportional,100.0,100.0,100.0,0.764,-0.479129,13.72,3.71,5.9e-05,SIMULATION
ablation_42_20_proportional_latency_penalty_45,2026-09-01T13:56:02.060154,45,latency_penalty,20,proportional,100.0,100.0,100.0,0.7559,-0.519451,11.81,3.44,6e-05,SIMULATION
ablation_42_20_proportional_latency_penalty_46,2026-09-01T13:56:02.060691,46,latency_penalty,20,proportional,100.0,100.0,100.0,0.8103,-0.481001,20.44,3.0,6.4e-05,SIMULATION
ablation_42_20_proportional_latency_penalty_47,2026-09-01T13:56:02.061220,47,latency_penalty,20,proportional,100.0,100.0,100.0,0.8035,-0.513478,12.93,3.15,6e-05,SIMULATION
ablation_42_20_proportional_latency_penalty_48,2026-09-01T13:56:02.061745,48,latency_penalty,20,proportional,100.0,100.0,100.0,0.8163,-0.444987,15.67,1.66,6e-05,SIMULATION
ablation_42_20_proportional_latency_penalty_49,2026-09-01T13:56:02.062277,49,latency_penalty,20,proportional,100.0,100.0,100.0,0.7962,-0.551146,8.94,3.07,6e-05,SIMULATION
ablation_42_20_proportional_latency_penalty_50,2026-09-01T13:56:02.062810,50,latency_penalty,20,proportional,100.0,100.0,100.0,0.8461,-0.425214,14.97,2.33,6e-05,SIMULATION
ablation_42_20_proportional_latency_penalty_51,2026-09-01T13:56:02.063341,51,latency_penalty,20,proportional,100.0,100.0,100.0,0.8864,-0.425969,11.41,3.51,6e-05,SIMULATION
ablation_42_20_proportional_latency_penalty_52,2026-09-01T13:56:02.063873,52,latency_penalty,20,proportional,100.0,100.0,100.0,0.8099,-0.317206,21.7,1.27,6e-05,SIMULATION
ablation_42_20_proportional_latency_penalty_53,2026-09-01T13:56:02.064425,53,latency_penalty,20,proportional,100.0,100.0,100.0,0.8058,-0.478821,16.64,5.45,6.4e-05,SIMULATION
ablation_42_20_proportional_latency_penalty_54,2026-09-01T13:56:02.064958,54,latency_penalty,20,proportional,100.0,100.0,100.0,0.7917,-0.406369,20.79,1.69,6e-05,SIMULATION
ablation_42_20_proportional_latency_penalty_55,2026-09-01T13:56:02.065480,55,latency_penalty,20,proportional,100.0,100.0,100.0,0.8098,-0.513051,9.26,5.75,6e-05,SIMULATION
ablation_42_20_proportional_latency_penalty_56,2026-09-01T13:56:02.066008,56,latency_penalty,20,proportional,100.0,100.0,100.0,0.7912,-0.500053,21.52,3.8,6e-05,SIMULATION
ablation_42_20_proportional_latency_penalty_57,2026-09-01T13:56:02.066541,57,latency_penalty,20,proportional,100.0,100.0,100.0,0.8303,-0.494077,8.6,3.95,6e-05,SIMULATION
ablation_42_20_proportional_latency_penalty_58,2026-09-01T13:56:02.067064,58,latency_penalty,20,proportional,100.0,100.0,100.0,0.8083,-0.383667,16.13,2.03,5.9e-05,SIMULATION
ablation_42_20_proportional_latency_penalty_59,2026-09-01T13:56:02.067594,59,latency_penalty,20,proportional,100.0,100.0,100.0,0.8081,-0.555424,11.14,5.66,6.3e-05,SIMULATION
ablation_42_20_proportional_latency_penalty_60,2026-09-01T13:56:02.068196,60,latency_penalty,20,proportional,100.0,100.0,100.0,0.7736,-0.51121,12.31,3.89,6.5e-05,SIMULATION
ablation_42_20_proportional_latency_penalty_61,2026-09-01T13:56:02.068822,61,latency_penalty,20,proportional,100.0,100.0,100.0,0.9036,-0.371927,14.92,3.78,6e-05,SIMULATION
ablation_42_20_proportional_latency_penalty_62,2026-09-01T13:56:02.069359,62,latency_penalty,20,proportional,100.0,100.0,100.0,0.8643,-0.358179,20.99,1.87,6.1e-05,SIMULATION
ablation_42_20_proportional_latency_penalty_63,2026-09-01T13:56:02.069886,63,latency_penalty,20,proportional,100.0,100.0,100.0,0.7793,-0.463097,14.23,2.47,5.9e-05,SIMULATION
ablation_42_20_proportional_latency_penalty_64,2026-09-01T13:56:02.070420,64,latency_penalty,20,proportional,100.0,100.0,100.0,0.8228,-0.520534,14.67,4.15,6.4e-05,SIMULATION
ablation_42_20_proportional_latency_penalty_65,2026-09-01T13:56:02.070942,65,latency_penalty,20,proportional,100.0,100.0,100.0,0.8438,-0.304081,13.81,2.44,6e-05,SIMULATION
ablation_42_20_proportional_latency_penalty_66,2026-09-01T13:56:02.071472,66,latency_penalty,20,proportional,100.0,100.0,100.0,0.7938,-0.462687,8.99,3.17,6e-05,SIMULATION
ablation_42_20_proportional_latency_penalty_67,2026-09-01T13:56:02.072081,67,latency_penalty,20,proportional,100.0,100.0,100.0,0.8283,-0.40587,9.05,4.83,0.000116,SIMULATION
ablation_42_20_proportional_latency_penalty_68,2026-09-01T13:56:02.072779,68,latency_penalty,20,proportional,100.0,100.0,100.0,0.7631,-0.544107,18.38,5.7,9.6e-05,SIMULATION
ablation_42_20_proportional_latency_penalty_69,2026-09-01T13:56:02.073875,69,latency_penalty,20,proportional,100.0,100.0,100.0,0.7541,-0.441621,17.58,1.48,0.000242,SIMULATION
ablation_42_20_proportional_latency_penalty_70,2026-09-01T13:56:02.074807,70,latency_penalty,20,proportional,100.0,100.0,100.0,0.7721,-0.494141,20.74,2.47,6.2e-05,SIMULATION
ablation_42_20_proportional_latency_penalty_71,2026-09-01T13:56:02.075687,71,latency_penalty,20,proportional,100.0,100.0,100.0,0.8409,-0.501773,12.53,4.1,6.3e-05,SIMULATION
ablation_42_20_priority_latency_penalty_42,2026-09-01T13:56:02.076271,42,latency_penalty,20,priority,100.0,100.0,100.0,0.9337,-0.321815,16.95,1.13,6.1e-05,SIMULATION
ablation_42_20_priority_latency_penalty_43,2026-09-01T13:56:02.076825,43,latency_penalty,20,priority,100.0,100.0,100.0,0.9344,-0.453973,8.54,4.48,5.9e-05,SIMULATION
ablation_42_20_priority_latency_penalty_44,2026-09-01T13:56:02.077383,44,latency_penalty,20,priority,100.0,100.0,100.0,0.9439,-0.387898,13.72,3.71,6e-05,SIMULATION
ablation_42_20_priority_latency_penalty_45,2026-09-01T13:56:02.077932,45,latency_penalty,20,priority,100.0,100.0,100.0,0.9366,-0.423356,11.81,3.44,6e-05,SIMULATION
ablation_42_20_priority_latency_penalty_46,2026-09-01T13:56:02.078497,46,latency_penalty,20,priority,100.0,100.0,100.0,0.9266,-0.421386,20.44,3.0,6.3e-05,SIMULATION
ablation_42_20_priority_latency_penalty_47,2026-09-01T13:56:02.079052,47,latency_penalty,20,priority,100.0,100.0,100.0,0.9337,-0.437191,12.93,3.15,6e-05,SIMULATION
ablation_42_20_priority_latency_penalty_48,2026-09-01T13:56:02.079753,48,latency_penalty,20,priority,100.0,100.0,100.0,0.9498,-0.333229,15.67,1.66,5.9e-05,SIMULATION
ablation_42_20_priority_latency_penalty_49,2026-09-01T13:56:02.080299,49,latency_penalty,20,priority,100.0,100.0,100.0,0.9325,-0.500833,8.94,3.07,5.9e-05,SIMULATION
ablation_42_20_priority_latency_penalty_50,2026-09-01T13:56:02.080857,50,latency_penalty,20,priority,100.0,100.0,100.0,0.9364,-0.383156,14.97,2.33,6e-05,SIMULATION
ablation_42_20_priority_latency_penalty_51,2026-09-01T13:56:02.081403,51,latency_penalty,20,priority,100.0,100.0,100.0,0.936,-0.408221,11.41,3.51,5.9e-05,SIMULATION
ablation_42_20_priority_latency_penalty_52,2026-09-01T13:56:02.081993,52,latency_penalty,20,priority,100.0,100.0,100.0,0.9516,-0.217313,21.7,1.27,6.1e-05,SIMULATION
ablation_42_20_priority_latency_penalty_53,2026-09-01T13:56:02.082558,53,latency_penalty,20,priority,100.0,100.0,100.0,0.9525,-0.407076,16.64,5.45,6.4e-05,SIMULATION
ablation_42_20_priority_latency_penalty_54,2026-09-01T13:56:02.083115,54,latency_penalty,20,priority,100.0,100.0,100.0,0.9388,-0.328728,20.79,1.69,6e-05,SIMULATION
ablation_42_20_priority_latency_penalty_55,2026-09-01T13:56:02.083671,55,latency_penalty,20,priority,100.0,100.0,100.0,0.9467,-0.431982,9.26,5.75,6e-05,SIMULATION
ablation_42_20_priority_latency_penalty_56,2026-09-01T13:56:02.084215,56,latency_penalty,20,priority,100.0,100.0,100.0,0.9557,-0.384165,21.52,3.8,6e-05,SIMULATION
ablation_42_20_priority_latency_penalty_57,2026-09-01T13:56:02.084773,57,latency_penalty,20,priority,100.0,100.0,100.0,0.9635,-0.400561,8.6,3.95,6e-05,SIMULATION
ablation_42_20_priority_latency_penalty_58,2026-09-01T13:56:02.085321,58,latency_penalty,20,priority,100.0,100.0,100.0,0.9486,-0.281987,16.13,2.03,6e-05,SIMULATION
ablation_42_20_priority_latency_penalty_59,2026-09-01T13:56:02.085927,59,latency_penalty,20,priority,100.0,100.0,100.0,0.9432,-0.494336,11.14,5.66,5.9e-05,SIMULATION
ablation_42_20_priority_latency_penalty_60,2026-09-01T13:56:02.086474,60,latency_penalty,20,priority,100.0,100.0,100.0,0.9336,-0.418143,12.31,3.89,5.9e-05,SIMULATION
ablation_42_20_priority_latency_penalty_61,2026-09-01T13:56:02.087029,61,latency_penalty,20,priority,100.0,100.0,100.0,0.958,-0.343213,14.92,3.78,5.9e-05,SIMULATION
ablation_42_20_priority_latency_penalty_62,2026-09-01T13:56:02.087583,62,latency_penalty,20,priority,100.0,100.0,100.0,0.9483,-0.30658,20.99,1.87,6.5e-05,SIMULATION
ablation_42_20_priority_latency_penalty_63,2026-09-01T13:56:02.088133,63,latency_penalty,20,priority,100.0,100.0,100.0,0.9159,-0.368002,14.23,2.47,6.3e-05,SIMULATION
ablation_42_20_priority_latency_penalty_64,2026-09-01T13:56:02.088827,64,latency_penalty,20,priority,100.0,100.0,100.0,0.9335,-0.446202,14.67,4.15,0.000164,SIMULATION
ablation_42_20_priority_latency_penalty_65,2026-09-01T13:56:02.089706,65,latency_penalty,20,priority,100.0,100.0,100.0,0.9571,-0.250039,13.81,2.44,0.000106,SIMULATION
ablation_42_20_priority_latency_penalty_66,2026-09-01T13:56:02.090766,66,latency_penalty,20,priority,100.0,100.0,100.0,0.9415,-0.40207,8.99,3.17,0.000124,SIMULATION
ablation_42_20_priority_latency_penalty_67,2026-09-01T13:56:02.091686,67,latency_penalty,20,priority,100.0,100.0,100.0,0.9567,-0.344449,9.05,4.83,6.3e-05,SIMULATION
ablation_42_20_priority_latency_penalty_68,2026-09-01T13:56:02.092251,68,latency_penalty,20,priority,100.0,100.0,100.0,0.9448,-0.455721,18.38,5.7,5.9e-05,SIMULATION
ablation_42_20_priority_latency_penalty_69,2026-09-01T13:56:02.092815,69,latency_penalty,20,priority,100.0,100.0,100.0,0.9355,-0.288411,17.58,1.48,6e-05,SIMULATION
ablation_42_20_priority_latency_penalty_70,2026-09-01T13:56:02.093362,70,latency_penalty,20,priority,100.0,100.0,100.0,0.9242,-0.411858,20.74,2.47,5.9e-05,SIMULATION
ablation_42_20_priority_latency_penalty_71,2026-09-01T13:56:02.094057,71,latency_penalty,20,priority,100.0,100.0,100.0,0.9356,-0.448668,12.53,4.1,6e-05,SIMULATION
ablation_42_20_max_min_fairness_latency_penalty_42,2026-09-01T13:56:02.094638,42,latency_penalty,20,max_min_fairness,100.0,100.0,100.0,0.9798,-0.318452,16.95,1.13,6e-05,SIMULATION
ablation_42_20_max_min_fairness_latency_penalty_43,2026-09-01T13:56:02.095200,43,latency_penalty,20,max_min_fairness,100.0,100.0,100.0,0.9924,-0.441033,8.54,4.48,5.9e-05,SIMULATION
ablation_42_20_max_min_fairness_latency_penalty_44,2026-09-01T13:56:02.095746,44,latency_penalty,20,max_min_fairness,100.0,100.0,100.0,0.9817,-0.371527,13.72,3.71,6e-05,SIMULATION
ablation_42_20_max_min_fairness_latency_penalty_45,2026-09-01T13:56:02.096314,45,latency_penalty,20,max_min_fairness,100.0,100.0,100.0,0.9748,-0.403886,11.81,3.44,6e-05,SIMULATION
ablation_42_20_max_min_fairness_latency_penalty_46,2026-09-01T13:56:02.096862,46,latency_penalty,20,max_min_fairness,100.0,100.0,100.0,0.9842,-0.411654,20.44,3.0,5.9e-05,SIMULATION
ablation_42_20_max_min_fairness_latency_penalty_47,2026-09-01T13:56:02.097432,47,latency_penalty,20,max_min_fairness,100.0,100.0,100.0,0.9895,-0.42135,12.93,3.15,6.1e-05,SIMULATION
ablation_42_20_max_min_fairness_latency_penalty_48,2026-09-01T13:56:02.097975,48,latency_penalty,20,max_min_fairness,100.0,100.0,100.0,1.0,-0.329886,15.67,1.66,6.5e-05,SIMULATION
ablation_42_20_max_min_fairness_latency_penalty_49,2026-09-01T13:56:02.098518,49,latency_penalty,20,max_min_fairness,100.0,100.0,100.0,0.9995,-0.482759,8.94,3.07,5.9e-05,SIMULATION
ablation_42_20_max_min_fairness_latency_penalty_50,2026-09-01T13:56:02.099073,50,latency_penalty,20,max_min_fairness,100.0,100.0,100.0,0.9959,-0.366734,14.97,2.33,5.9e-05,SIMULATION
ablation_42_20_max_min_fairness_latency_penalty_51,2026-09-01T13:56:02.099607,51,latency_penalty,20,max_min_fairness,100.0,100.0,100.0,1.0,-0.390864,11.41,3.51,5.9e-05,SIMULATION
ablation_42_20_max_min_fairness_latency_penalty_52,2026-09-01T13:56:02.100166,52,latency_penalty,20,max_min_fairness,100.0,100.0,100.0,0.9846,-0.210591,21.7,1.27,6.2e-05,SIMULATION
ablation_42_20_max_min_fairness_latency_penalty_53,2026-09-01T13:56:02.100708,53,latency_penalty,20,max_min_fairness,100.0,100.0,100.0,0.9939,-0.383241,16.64,5.45,5.9e-05,SIMULATION
ablation_42_20_max_min_fairness_latency_penalty_54,2026-09-01T13:56:02.101302,54,latency_penalty,20,max_min_fairness,100.0,100.0,100.0,0.9909,-0.32908,20.79,1.69,5.8e-05,SIMULATION
ablation_42_20_max_min_fairness_latency_penalty_55,2026-09-01T13:56:02.101857,55,latency_penalty,20,max_min_fairness,100.0,100.0,100.0,0.9905,-0.408135,9.26,5.75,5.8e-05,SIMULATION
ablation_42_20_max_min_fairness_latency_penalty_56,2026-09-01T13:56:02.102395,56,latency_penalty,20,max_min_fairness,100.0,100.0,100.0,0.9998,-0.378943,21.52,3.8,5.7e-05,SIMULATION
ablation_42_20_max_min_fairness_latency_penalty_57,2026-09-01T13:56:02.102922,57,latency_penalty,20,max_min_fairness,100.0,100.0,100.0,1.0,-0.393873,8.6,3.95,5.8e-05,SIMULATION
ablation_42_20_max_min_fairness_latency_penalty_58,2026-09-01T13:56:02.103460,58,latency_penalty,20,max_min_fairness,100.0,100.0,100.0,0.983,-0.273963,16.13,2.03,5.6e-05,SIMULATION
ablation_42_20_max_min_fairness_latency_penalty_59,2026-09-01T13:56:02.103980,59,latency_penalty,20,max_min_fairness,100.0,100.0,100.0,0.998,-0.466425,11.14,5.66,5.7e-05,SIMULATION
ablation_42_20_max_min_fairness_latency_penalty_60,2026-09-01T13:56:02.104891,60,latency_penalty,20,max_min_fairness,100.0,100.0,100.0,0.9976,-0.409037,12.31,3.89,0.000106,SIMULATION
ablation_42_20_max_min_fairness_latency_penalty_61,2026-09-01T13:56:02.105887,61,latency_penalty,20,max_min_fairness,100.0,100.0,100.0,1.0,-0.325276,14.92,3.78,0.000112,SIMULATION
ablation_42_20_max_min_fairness_latency_penalty_62,2026-09-01T13:56:02.106569,62,latency_penalty,20,max_min_fairness,100.0,100.0,100.0,0.999,-0.294904,20.99,1.87,6e-05,SIMULATION
ablation_42_20_max_min_fairness_latency_penalty_63,2026-09-01T13:56:02.107416,63,latency_penalty,20,max_min_fairness,100.0,100.0,100.0,0.9524,-0.359343,14.23,2.47,0.000108,SIMULATION
ablation_42_20_max_min_fairness_latency_penalty_64,2026-09-01T13:56:02.108507,64,latency_penalty,20,max_min_fairness,100.0,100.0,100.0,0.9841,-0.427098,14.67,4.15,0.000137,SIMULATION
ablation_42_20_max_min_fairness_latency_penalty_65,2026-09-01T13:56:02.109140,65,latency_penalty,20,max_min_fairness,100.0,100.0,100.0,0.9902,-0.236268,13.81,2.44,5.8e-05,SIMULATION
ablation_42_20_max_min_fairness_latency_penalty_66,2026-09-01T13:56:02.109688,66,latency_penalty,20,max_min_fairness,100.0,100.0,100.0,0.9951,-0.38732,8.99,3.17,6.2e-05,SIMULATION
ablation_42_20_max_min_fairness_latency_penalty_67,2026-09-01T13:56:02.110374,67,latency_penalty,20,max_min_fairness,100.0,100.0,100.0,0.9911,-0.330659,9.05,4.83,5.8e-05,SIMULATION
ablation_42_20_max_min_fairness_latency_penalty_68,2026-09-01T13:56:02.110909,68,latency_penalty,20,max_min_fairness,100.0,100.0,100.0,0.9664,-0.439238,18.38,5.7,5.7e-05,SIMULATION
ablation_42_20_max_min_fairness_latency_penalty_69,2026-09-01T13:56:02.111443,69,latency_penalty,20,max_min_fairness,100.0,100.0,100.0,0.9636,-0.286722,17.58,1.48,5.7e-05,SIMULATION
ablation_42_20_max_min_fairness_latency_penalty_70,2026-09-01T13:56:02.112011,70,latency_penalty,20,max_min_fairness,100.0,100.0,100.0,0.9739,-0.405027,20.74,2.47,5.8e-05,SIMULATION
ablation_42_20_max_min_fairness_latency_penalty_71,2026-09-01T13:56:02.112546,71,latency_penalty,20,max_min_fairness,100.0,100.0,100.0,0.9959,-0.435661,12.53,4.1,5.8e-05,SIMULATION
ablation_42_20_alpha_fair_latency_penalty_42,2026-09-01T13:56:02.113072,42,latency_penalty,20,alpha_fair,100.0,100.0,100.0,0.8473,-0.37965,16.95,1.13,5.9e-05,SIMULATION
ablation_42_20_alpha_fair_latency_penalty_43,2026-09-01T13:56:02.113590,43,latency_penalty,20,alpha_fair,100.0,100.0,100.0,0.7922,-0.518895,8.54,4.48,6.1e-05,SIMULATION
ablation_42_20_alpha_fair_latency_penalty_44,2026-09-01T13:56:02.114118,44,latency_penalty,20,alpha_fair,100.0,100.0,100.0,0.764,-0.479129,13.72,3.71,5.7e-05,SIMULATION
ablation_42_20_alpha_fair_latency_penalty_45,2026-09-01T13:56:02.114629,45,latency_penalty,20,alpha_fair,100.0,100.0,100.0,0.7559,-0.519451,11.81,3.44,5.7e-05,SIMULATION
ablation_42_20_alpha_fair_latency_penalty_46,2026-09-01T13:56:02.115148,46,latency_penalty,20,alpha_fair,100.0,100.0,100.0,0.8103,-0.481001,20.44,3.0,5.8e-05,SIMULATION
ablation_42_20_alpha_fair_latency_penalty_47,2026-09-01T13:56:02.115663,47,latency_penalty,20,alpha_fair,100.0,100.0,100.0,0.8035,-0.513478,12.93,3.15,5.9e-05,SIMULATION
ablation_42_20_alpha_fair_latency_penalty_48,2026-09-01T13:56:02.116177,48,latency_penalty,20,alpha_fair,100.0,100.0,100.0,0.8163,-0.444987,15.67,1.66,5.8e-05,SIMULATION
ablation_42_20_alpha_fair_latency_penalty_49,2026-09-01T13:56:02.116690,49,latency_penalty,20,alpha_fair,100.0,100.0,100.0,0.7962,-0.551146,8.94,3.07,5.7e-05,SIMULATION
ablation_42_20_alpha_fair_latency_penalty_50,2026-09-01T13:56:02.117239,50,latency_penalty,20,alpha_fair,100.0,100.0,100.0,0.8461,-0.425214,14.97,2.33,5.8e-05,SIMULATION
ablation_42_20_alpha_fair_latency_penalty_51,2026-09-01T13:56:02.117760,51,latency_penalty,20,alpha_fair,100.0,100.0,100.0,0.8864,-0.425969,11.41,3.51,5.8e-05,SIMULATION
ablation_42_20_alpha_fair_latency_penalty_52,2026-09-01T13:56:02.118310,52,latency_penalty,20,alpha_fair,100.0,100.0,100.0,0.8099,-0.317206,21.7,1.27,5.8e-05,SIMULATION
ablation_42_20_alpha_fair_latency_penalty_53,2026-09-01T13:56:02.118818,53,latency_penalty,20,alpha_fair,100.0,100.0,100.0,0.8058,-0.478821,16.64,5.45,5.7e-05,SIMULATION
ablation_42_20_alpha_fair_latency_penalty_54,2026-09-01T13:56:02.119334,54,latency_penalty,20,alpha_fair,100.0,100.0,100.0,0.7917,-0.406369,20.79,1.69,5.7e-05,SIMULATION
ablation_42_20_alpha_fair_latency_penalty_55,2026-09-01T13:56:02.119848,55,latency_penalty,20,alpha_fair,100.0,100.0,100.0,0.8098,-0.513051,9.26,5.75,5.8e-05,SIMULATION
ablation_42_20_alpha_fair_latency_penalty_56,2026-09-01T13:56:02.120436,56,latency_penalty,20,alpha_fair,100.0,100.0,100.0,0.7912,-0.500053,21.52,3.8,5.9e-05,SIMULATION
ablation_42_20_alpha_fair_latency_penalty_57,2026-09-01T13:56:02.120960,57,latency_penalty,20,alpha_fair,100.0,100.0,100.0,0.8303,-0.494077,8.6,3.95,5.9e-05,SIMULATION
ablation_42_20_alpha_fair_latency_penalty_58,2026-09-01T13:56:02.121481,58,latency_penalty,20,alpha_fair,100.0,100.0,100.0,0.8083,-0.383667,16.13,2.03,5.8e-05,SIMULATION
ablation_42_20_alpha_fair_latency_penalty_59,2026-09-01T13:56:02.122059,59,latency_penalty,20,alpha_fair,100.0,100.0,100.0,0.8081,-0.555424,11.14,5.66,9.3e-05,SIMULATION
ablation_42_20_alpha_fair_latency_penalty_60,2026-09-01T13:56:02.122900,60,latency_penalty,20,alpha_fair,100.0,100.0,100.0,0.7736,-0.51121,12.31,3.89,0.000113,SIMULATION
ablation_42_20_alpha_fair_latency_penalty_61,2026-09-01T13:56:02.123869,61,latency_penalty,20,alpha_fair,100.0,100.0,100.0,0.9036,-0.371927,14.92,3.78,0.000103,SIMULATION
ablation_42_20_alpha_fair_latency_penalty_62,2026-09-01T13:56:02.124612,62,latency_penalty,20,alpha_fair,100.0,100.0,100.0,0.8643,-0.358179,20.99,1.87,5.9e-05,SIMULATION
ablation_42_20_alpha_fair_latency_penalty_63,2026-09-01T13:56:02.125141,63,latency_penalty,20,alpha_fair,100.0,100.0,100.0,0.7793,-0.463097,14.23,2.47,5.8e-05,SIMULATION
ablation_42_20_alpha_fair_latency_penalty_64,2026-09-01T13:56:02.125670,64,latency_penalty,20,alpha_fair,100.0,100.0,100.0,0.8228,-0.520534,14.67,4.15,5.7e-05,SIMULATION
ablation_42_20_alpha_fair_latency_penalty_65,2026-09-01T13:56:02.126196,65,latency_penalty,20,alpha_fair,100.0,100.0,100.0,0.8438,-0.304081,13.81,2.44,5.8e-05,SIMULATION
ablation_42_20_alpha_fair_latency_penalty_66,2026-09-01T13:56:02.126768,66,latency_penalty,20,alpha_fair,100.0,100.0,100.0,0.7938,-0.462687,8.99,3.17,7.1e-05,SIMULATION
ablation_42_20_alpha_fair_latency_penalty_67,2026-09-01T13:56:02.127292,67,latency_penalty,20,alpha_fair,100.0,100.0,100.0,0.8283,-0.40587,9.05,4.83,5.9e-05,SIMULATION
ablation_42_20_alpha_fair_latency_penalty_68,2026-09-01T13:56:02.127831,68,latency_penalty,20,alpha_fair,100.0,100.0,100.0,0.7631,-0.544107,18.38,5.7,5.9e-05,SIMULATION
ablation_42_20_alpha_fair_latency_penalty_69,2026-09-01T13:56:02.128368,69,latency_penalty,20,alpha_fair,100.0,100.0,100.0,0.7541,-0.441621,17.58,1.48,5.8e-05,SIMULATION
ablation_42_20_alpha_fair_latency_penalty_70,2026-09-01T13:56:02.128888,70,latency_penalty,20,alpha_fair,100.0,100.0,100.0,0.7721,-0.494141,20.74,2.47,5.8e-05,SIMULATION
ablation_42_20_alpha_fair_latency_penalty_71,2026-09-01T13:56:02.129402,71,latency_penalty,20,alpha_fair,100.0,100.0,100.0,0.8409,-0.501773,12.53,4.1,5.8e-05,SIMULATION
ablation_42_20_game_theory_latency_penalty_42,2026-09-01T13:56:02.132623,42,latency_penalty,20,game_theory,100.0,59.5,59.5,0.9581,0.813667,16.95,1.13,5.8e-05,SIMULATION
ablation_42_20_game_theory_latency_penalty_43,2026-09-01T13:56:02.135556,43,latency_penalty,20,game_theory,100.0,59.5,59.5,0.9555,0.731945,8.54,4.48,5.8e-05,SIMULATION
ablation_42_20_game_theory_latency_penalty_44,2026-09-01T13:56:02.138423,44,latency_penalty,20,game_theory,100.0,59.5,59.5,0.9555,0.787006,13.72,3.71,6e-05,SIMULATION
ablation_42_20_game_theory_latency_penalty_45,2026-09-01T13:56:02.142619,45,latency_penalty,20,game_theory,100.0,59.5,59.5,0.9713,0.76756,11.81,3.44,6e-05,SIMULATION
ablation_42_20_game_theory_latency_penalty_46,2026-09-01T13:56:02.146730,46,latency_penalty,20,game_theory,100.0,59.5,59.5,0.9607,0.751734,20.44,3.0,5.9e-05,SIMULATION
ablation_42_20_game_theory_latency_penalty_47,2026-09-01T13:56:02.150432,47,latency_penalty,20,game_theory,100.0,59.5,59.5,0.9633,0.744462,12.93,3.15,6.2e-05,SIMULATION
ablation_42_20_game_theory_latency_penalty_48,2026-09-01T13:56:02.154327,48,latency_penalty,20,game_theory,100.0,59.5,59.5,0.9686,0.804824,15.67,1.66,6e-05,SIMULATION
ablation_42_20_game_theory_latency_penalty_49,2026-09-01T13:56:02.158739,49,latency_penalty,20,game_theory,100.0,58.0,58.0,0.9695,0.710646,8.94,3.07,6.2e-05,SIMULATION
ablation_42_20_game_theory_latency_penalty_50,2026-09-01T13:56:02.162235,50,latency_penalty,20,game_theory,100.0,59.5,59.5,0.966,0.782676,14.97,2.33,6e-05,SIMULATION
ablation_42_20_game_theory_latency_penalty_51,2026-09-01T13:56:02.165771,51,latency_penalty,20,game_theory,100.0,59.5,59.5,0.9555,0.770927,11.41,3.51,9.3e-05,SIMULATION
ablation_42_20_game_theory_latency_penalty_52,2026-09-01T13:56:02.169361,52,latency_penalty,20,game_theory,100.0,61.0,61.0,0.9741,0.876519,21.7,1.27,6e-05,SIMULATION
ablation_42_20_game_theory_latency_penalty_53,2026-09-01T13:56:02.174477,53,latency_penalty,20,game_theory,100.0,60.5,60.5,0.967,0.771623,16.64,5.45,6.5e-05,SIMULATION
ablation_42_20_game_theory_latency_penalty_54,2026-09-01T13:56:02.177284,54,latency_penalty,20,game_theory,100.0,59.5,59.5,0.9555,0.807283,20.79,1.69,5.8e-05,SIMULATION
ablation_42_20_game_theory_latency_penalty_55,2026-09-01T13:56:02.180375,55,latency_penalty,20,game_theory,100.0,60.0,60.0,0.9626,0.764597,9.26,5.75,5.9e-05,SIMULATION
ablation_42_20_game_theory_latency_penalty_56,2026-09-01T13:56:02.183836,56,latency_penalty,20,game_theory,100.0,59.5,59.5,0.9504,0.771428,21.52,3.8,6.7e-05,SIMULATION
ablation_42_20_game_theory_latency_penalty_57,2026-09-01T13:56:02.188837,57,latency_penalty,20,game_theory,100.0,59.0,59.0,0.9616,0.763693,8.6,3.95,0.000148,SIMULATION
ablation_42_20_game_theory_latency_penalty_58,2026-09-01T13:56:02.194417,58,latency_penalty,20,game_theory,100.0,59.5,59.5,0.966,0.852148,16.13,2.03,5.8e-05,SIMULATION
